player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_touches,attempted_takeons,successful_takeons,successful_takeon_percent,times_tackled_during_takeon,tackled_during_takeon_percentage,carries,total_carry_distance,progressive_carry_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessions,passes_received,progressive_passes_received,gw
82,18,19,True,Dominic Solanke,19,eng ENG,FW,27-035,80,25,1,1,11,13,2,25,7,2,28.6,5,71.4,13,104,32,1,2,0,3,2,13,2,8
497,18,19,True,Richarlison,9,br BRA,FW,27-162,10,4,0,0,4,0,0,4,0,0,,0,,5,24,7,0,0,0,0,0,4,2,8
503,18,19,True,Son Heung-min,7,kr KOR,LW,32-103,70,42,0,3,6,33,9,42,2,1,50.0,1,50.0,28,178,111,4,1,3,0,1,30,14,8
509,18,19,True,Timo Werner,16,de GER,LW,28-227,20,9,0,1,2,6,1,9,0,0,,0,,5,19,8,0,0,0,2,1,5,3,8
491,18,19,True,Brennan Johnson,22,wls WAL,RW,23-149,90,30,1,2,5,23,8,30,4,0,0.0,4,100.0,20,97,48,1,2,0,0,1,22,12,8
494,18,19,True,James Maddison,10,eng ENG,LM,27-331,45,48,0,1,13,35,5,48,3,1,33.3,2,66.7,33,193,76,1,3,0,0,0,36,4,8
499,18,19,True,Pape Matar Sarr,29,sn SEN,LM,22-035,45,27,2,5,18,4,0,27,0,0,,0,,17,97,40,0,1,0,1,0,17,2,8
482,18,19,True,Yves Bissouma,8,ml MLI,CM,28-050,80,54,6,18,25,12,1,54,0,0,,0,,30,166,57,0,0,0,3,3,35,0,8
480,18,19,True,Rodrigo Bentancur,30,uy URU,CM,27-116,10,13,0,2,9,2,0,13,0,0,,0,,10,53,21,0,0,0,0,0,10,0,8
492,18,19,True,Dejan Kulusevski,21,se SWE,RM,24-177,90,52,0,6,17,29,6,52,6,2,33.3,3,50.0,42,301,153,4,1,2,3,4,40,10,8
505,18,19,True,Destiny Udogie,13,it ITA,LB,21-326,87,52,2,14,17,21,5,52,2,0,0.0,2,100.0,30,102,30,0,1,0,0,1,30,8,8
489,18,19,True,Archie Gray,14,eng ENG,LB,18-221,3,16,1,6,9,1,0,16,2,1,50.0,1,50.0,12,71,39,0,0,0,0,0,10,0,8
506,18,19,True,Micky van de Ven,37,nl NED,CB,23-183,90,75,9,44,30,4,0,75,0,0,,0,,55,287,166,4,2,0,0,0,52,0,8
498,18,19,True,Cristian Romero,17,ar ARG,CB,26-175,90,85,2,31,50,5,1,85,0,0,,0,,59,384,276,3,3,0,0,0,60,0,8
495,18,19,True,Pedro Porro,23,es ESP,RB,25-036,90,80,3,25,20,37,3,80,0,0,,0,,49,241,111,4,2,0,0,2,46,5,8
508,18,19,True,Guglielmo Vicario,1,it ITA,GK,28-012,90,38,25,38,0,0,0,38,0,0,,0,,25,81,31,0,0,0,0,0,28,0,8
512,19,18,False,Michail Antonio,9,jm JAM,FW,34-205,60,14,1,1,9,5,1,14,6,2,33.3,2,33.3,7,75,49,1,1,0,1,0,10,1,8
587,19,18,False,Crysencio Summerville,7,nl NED,"AM,LM",22-355,30,10,0,0,1,9,2,10,1,0,0.0,1,100.0,4,24,0,0,0,0,2,1,7,4,8
525,19,18,False,Mohammed Kudus,14,gh GHA,"LM,AM,RM",24-078,85,47,0,3,26,20,4,47,12,5,41.7,7,58.3,29,194,72,2,3,0,1,3,39,8,8
